,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,predicted,probability space %,calibration logreg probability space %,calibration isoreg probability space %
1350,2019-03-17 13:21:27,2019-03-17 13:36:54,1,3.5,13.5,5.0,0.0,21.8,yellow,Upper West Side North,Lenox Hill West,Manhattan,Manhattan,0,0.02,1.24,0.0
1799,2019-03-06 06:17:53,2019-03-06 06:22:26,1,1.0,5.5,1.75,0.0,10.55,yellow,East Chelsea,Garment District,Manhattan,Manhattan,0,0.02,1.24,0.0
2424,2019-03-01 19:21:58,2019-03-01 19:27:37,2,0.9,6.0,0.0,0.0,10.3,yellow,Upper West Side North,Upper West Side South,Manhattan,Manhattan,1,93.15,94.24,93.78
3852,2019-03-26 16:21:11,2019-03-26 17:26:21,3,18.06,52.0,13.11,5.76,78.67,yellow,JFK Airport,Times Sq/Theatre District,Queens,Manhattan,0,0.16,1.25,0.0
6026,2019-03-28 01:32:40,2019-03-28 01:38:44,1,1.02,6.0,0.0,0.0,7.3,green,Jackson Heights,Elmhurst/Maspeth,Queens,Queens,1,91.92,93.7,93.78
4354,2019-03-08 20:42:07,2019-03-08 21:14:40,1,7.4,28.0,0.0,0.0,31.8,yellow,Midtown South,Mott Haven/Port Morris,Manhattan,Bronx,1,54.42,45.28,64.71
5876,2019-03-08 09:34:59,2019-03-08 10:28:51,1,13.3,45.5,0.0,0.0,46.3,green,East Tremont,Flatiron,Bronx,Manhattan,0,7.0,2.1,0.0
1656,2019-03-08 11:45:28,2019-03-08 12:06:27,5,2.51,14.5,0.0,0.0,17.8,yellow,Midtown East,East Chelsea,Manhattan,Manhattan,1,95.78,95.24,100.0
6421,2019-03-24 09:07:15,2019-03-24 09:36:45,6,10.23,33.0,0.0,0.0,33.8,green,East Flatbush/Farragut,South Ozone Park,Brooklyn,Queens,0,9.11,2.46,4.76
1688,2019-03-22 20:04:56,2019-03-22 20:08:38,1,0.33,4.0,0.8,0.0,8.6,yellow,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan,0,0.03,1.24,0.0
5534,2019-03-14 18:08:05,2019-03-14 18:56:33,1,5.78,31.5,0.0,0.0,33.3,green,Washington Heights North,Williamsbridge/Olinville,Manhattan,Bronx,0,13.32,3.37,4.76
4300,2019-03-24 20:38:06,2019-03-24 20:42:09,2,0.8,5.0,2.6,0.0,11.4,yellow,Lincoln Square East,Clinton East,Manhattan,Manhattan,0,0.02,1.24,0.0
2610,2019-03-05 17:05:26,2019-03-05 17:17:13,1,0.9,8.5,0.0,0.0,12.8,yellow,Murray Hill,Midtown Center,Manhattan,Manhattan,1,95.27,95.06,100.0
3647,2019-03-12 07:14:13,2019-03-12 07:23:09,1,1.99,8.5,1.0,0.0,12.8,yellow,Union Sq,Murray Hill,Manhattan,Manhattan,0,0.02,1.24,0.0
1584,2019-03-16 22:33:45,2019-03-16 22:44:20,1,2.18,9.5,2.66,0.0,15.96,yellow,East Chelsea,Clinton West,Manhattan,Manhattan,0,0.01,1.24,0.0
6059,2019-03-09 04:03:10,2019-03-09 04:08:07,1,1.02,6.0,0.0,0.0,7.3,green,Jackson Heights,Jackson Heights,Queens,Queens,1,97.23,95.73,100.0
5509,2019-03-06 16:47:56,2019-03-06 17:07:03,1,3.24,15.5,3.46,0.0,20.76,green,Washington Heights South,Bloomingdale,Manhattan,Manhattan,0,0.09,1.24,0.0
4434,2019-03-27 09:31:16,2019-03-27 09:37:38,1,0.9,6.0,1.85,0.0,11.15,yellow,Upper East Side North,Upper East Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
4386,2019-03-09 21:41:32,2019-03-09 21:53:11,1,1.18,8.5,0.0,0.0,12.3,yellow,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan,1,95.04,94.98,100.0
5669,2019-03-28 09:16:56,2019-03-28 09:24:07,1,1.2,6.5,1.8,0.0,9.1,green,Clinton Hill,Fort Greene,Brooklyn,Brooklyn,0,0.39,1.27,0.0
416,2019-03-28 20:25:20,2019-03-28 20:47:14,1,8.24,25.5,6.51,5.76,39.07,yellow,East Harlem North,Randalls Island,Manhattan,Manhattan,0,0.25,1.26,0.0
3585,2019-03-28 18:47:12,2019-03-28 18:53:41,3,1.06,6.5,1.08,0.0,11.88,yellow,Times Sq/Theatre District,Lincoln Square East,Manhattan,Manhattan,0,0.02,1.24,0.0
662,2019-03-30 14:13:42,2019-03-30 14:19:13,2,0.9,6.0,0.0,0.0,9.3,yellow,Midtown North,Times Sq/Theatre District,Manhattan,Manhattan,1,92.66,94.03,93.78
3228,2019-03-09 00:13:18,2019-03-09 00:19:24,1,1.15,6.5,0.0,0.0,10.3,yellow,Yorkville West,Central Park,Manhattan,Manhattan,1,89.96,92.75,93.78
3565,2019-03-01 07:00:35,2019-03-01 07:05:11,1,0.86,5.0,1.66,0.0,9.96,yellow,Sutton Place/Turtle Bay North,Midtown East,Manhattan,Manhattan,0,0.01,1.24,0.0
5673,2019-03-12 00:27:58,2019-03-12 00:33:31,1,1.38,6.5,0.0,0.0,7.8,green,Central Harlem North,East Harlem North,Manhattan,Manhattan,1,82.75,88.0,93.1
5756,2019-03-20 18:09:20,2019-03-20 18:19:38,1,1.4,8.5,2.05,0.0,12.35,green,Central Harlem,East Harlem North,Manhattan,Manhattan,0,0.07,1.24,0.0
2345,2019-03-31 19:47:18,2019-03-31 19:51:45,1,0.27,4.5,1.56,0.0,9.36,yellow,Yorkville East,Yorkville West,Manhattan,Manhattan,0,0.02,1.24,0.0
594,2019-03-27 02:08:11,2019-03-27 02:38:39,1,9.6,31.0,0.0,0.0,32.3,yellow,JFK Airport,East New York,Queens,Brooklyn,1,82.03,87.41,93.1
2400,2019-03-08 17:10:33,2019-03-08 17:20:42,2,0.92,7.5,2.36,0.0,14.16,yellow,Midtown South,Times Sq/Theatre District,Manhattan,Manhattan,0,0.02,1.24,0.0
5281,2019-03-13 23:55:01,2019-03-14 00:07:57,1,2.8,12.0,3.15,0.0,18.95,yellow,Lincoln Square East,Manhattan Valley,Manhattan,Manhattan,0,0.02,1.24,0.0
1520,2019-03-07 22:40:09,2019-03-07 22:43:09,1,0.54,4.0,2.34,0.0,10.14,yellow,Flatiron,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
2963,2019-03-13 13:27:14,2019-03-13 13:40:47,1,1.82,10.5,2.76,0.0,16.56,yellow,Times Sq/Theatre District,Lincoln Square West,Manhattan,Manhattan,0,0.01,1.24,0.0
3210,2019-03-17 11:10:40,2019-03-17 11:12:43,2,0.39,3.5,0.0,0.0,6.8,yellow,East Village,East Village,Manhattan,Manhattan,1,91.73,93.62,93.78
2004,2019-03-07 08:44:04,2019-03-07 08:48:00,1,0.6,4.5,1.56,0.0,9.36,yellow,East Chelsea,East Chelsea,Manhattan,Manhattan,0,0.01,1.24,0.0
710,2019-03-30 19:01:35,2019-03-30 19:15:02,1,1.31,9.0,0.0,0.0,12.3,yellow,Midtown North,Midtown South,Manhattan,Manhattan,1,93.13,94.23,93.78
3507,2019-03-19 14:40:14,2019-03-19 14:59:19,3,1.8,12.5,2.0,0.0,17.8,yellow,Upper East Side North,Midtown East,Manhattan,Manhattan,0,0.02,1.24,0.0
3610,2019-03-23 06:37:24,2019-03-23 06:45:15,1,1.2,7.0,0.0,0.0,10.3,yellow,Gramercy,Union Sq,Manhattan,Manhattan,1,93.13,94.23,93.78
5003,2019-03-17 19:00:29,2019-03-17 19:03:33,1,0.5,4.5,2.34,0.0,10.14,yellow,Gramercy,Gramercy,Manhattan,Manhattan,0,0.01,1.24,0.0
2261,2019-03-30 23:46:40,2019-03-30 23:57:40,1,1.98,9.5,2.66,0.0,15.96,yellow,SoHo,Murray Hill,Manhattan,Manhattan,0,0.02,1.24,0.0
2514,2019-03-26 08:14:32,2019-03-26 08:20:55,1,1.18,6.5,0.0,0.0,9.8,yellow,Lenox Hill East,Yorkville West,Manhattan,Manhattan,1,90.67,93.11,93.78
5294,2019-03-06 08:30:11,2019-03-06 09:05:27,1,5.95,25.5,2.0,0.0,30.8,yellow,Upper West Side South,Battery Park City,Manhattan,Manhattan,0,0.04,1.24,0.0
1718,2019-03-23 14:41:02,2019-03-23 15:05:32,1,3.51,17.5,0.0,0.0,20.8,yellow,Meatpacking/West Village West,West Chelsea/Hudson Yards,Manhattan,Manhattan,1,82.84,88.08,93.1
5653,2019-03-08 14:37:18,2019-03-08 14:42:57,1,1.23,6.0,1.36,0.0,8.16,green,East Harlem South,East Harlem North,Manhattan,Manhattan,0,0.04,1.24,0.0
112,2019-03-22 23:19:12,2019-03-22 23:31:20,1,1.7,10.0,2.75,0.0,16.55,yellow,Midtown Center,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
2456,2019-03-02 12:25:10,2019-03-02 12:36:34,3,4.8,15.5,3.75,0.0,22.55,yellow,Yorkville East,Lower East Side,Manhattan,Manhattan,0,0.03,1.24,0.0
2616,2019-03-08 00:55:42,2019-03-08 01:00:34,1,0.93,5.5,1.86,0.0,11.16,yellow,Gramercy,Murray Hill,Manhattan,Manhattan,0,0.01,1.24,0.0
6003,2019-03-25 21:09:03,2019-03-25 21:28:36,1,3.71,16.5,0.0,0.0,20.55,green,Sunnyside,Midtown East,Queens,Manhattan,1,83.96,88.96,93.78
1654,2019-03-26 13:49:35,2019-03-26 13:56:03,1,1.03,6.5,1.96,0.0,11.76,yellow,Manhattan Valley,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
4216,2019-03-12 14:49:39,2019-03-12 14:56:36,1,0.8,6.0,1.85,0.0,11.15,yellow,SoHo,Greenwich Village South,Manhattan,Manhattan,0,0.01,1.24,0.0
2073,2019-03-06 15:48:35,2019-03-06 15:51:33,1,0.6,4.5,1.55,0.0,9.35,yellow,Upper East Side South,Upper East Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
3883,2019-03-01 20:02:32,2019-03-01 20:08:40,2,0.9,6.0,1.95,0.0,11.75,yellow,Sutton Place/Turtle Bay North,Kips Bay,Manhattan,Manhattan,0,0.02,1.24,0.0
6224,2019-03-17 16:56:35,2019-03-17 17:02:40,1,1.08,6.0,0.0,0.0,9.55,green,East Harlem North,Yorkville West,Manhattan,Manhattan,1,87.31,91.25,93.78
4166,2019-03-10 10:03:55,2019-03-10 10:14:28,1,1.96,9.5,2.56,0.0,15.36,yellow,West Village,Murray Hill,Manhattan,Manhattan,0,0.01,1.24,0.0
5410,2019-03-31 13:19:30,2019-03-31 13:29:19,3,1.15,8.0,0.0,0.0,11.3,yellow,East Chelsea,Times Sq/Theatre District,Manhattan,Manhattan,1,93.32,94.31,96.77
5105,2019-03-22 19:15:49,2019-03-22 19:24:54,1,0.66,7.0,2.26,0.0,13.56,yellow,Midtown North,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0,0.01,1.24,0.0
1753,2019-03-15 08:06:35,2019-03-15 08:21:24,5,2.3,11.5,2.96,0.0,17.76,yellow,Yorkville East,Upper West Side South,Manhattan,Manhattan,0,0.02,1.24,0.0
3605,2019-03-27 14:20:15,2019-03-27 14:31:48,3,1.46,9.0,2.46,0.0,14.76,yellow,TriBeCa/Civic Center,Union Sq,Manhattan,Manhattan,0,0.02,1.24,0.0
2322,2019-03-30 23:35:31,2019-03-30 23:57:59,1,10.94,31.5,10.26,5.76,51.32,yellow,LaGuardia Airport,Midtown Center,Queens,Manhattan,0,0.09,1.24,0.0
1395,2019-03-13 22:25:23,2019-03-13 22:35:01,3,1.49,8.5,2.46,0.0,14.76,yellow,Union Sq,Lower East Side,Manhattan,Manhattan,0,0.02,1.24,0.0
3092,2019-03-23 23:11:00,2019-03-23 23:29:19,1,4.4,16.5,0.0,0.0,20.3,yellow,Downtown Brooklyn/MetroTech,West Chelsea/Hudson Yards,Brooklyn,Manhattan,1,82.31,87.64,93.1
109,2019-03-09 23:57:28,2019-03-10 00:16:04,1,2.73,13.0,1.0,0.0,17.8,yellow,SoHo,DUMBO/Vinegar Hill,Manhattan,Brooklyn,0,0.08,1.24,0.0
30,2019-03-10 15:14:20,2019-03-10 15:20:17,1,1.84,7.0,2.06,0.0,12.36,yellow,Lenox Hill West,East Harlem South,Manhattan,Manhattan,0,0.01,1.24,0.0
5643,2019-03-16 23:36:15,2019-03-16 23:45:39,5,1.54,8.0,0.0,0.0,9.3,green,Elmhurst,Jackson Heights,Queens,Queens,1,94.19,94.66,96.77
3280,2019-03-16 16:04:15,2019-03-16 16:41:33,2,4.4,24.0,5.45,0.0,32.75,yellow,Garment District,Upper West Side North,Manhattan,Manhattan,0,0.06,1.24,0.0
763,2019-03-27 10:58:53,2019-03-27 11:17:26,2,1.9,13.0,0.0,0.0,16.3,yellow,Midtown Center,Upper East Side North,Manhattan,Manhattan,1,93.96,94.57,96.77
589,2019-03-10 22:07:06,2019-03-10 22:28:45,1,3.5,16.0,2.0,0.0,21.8,yellow,Upper West Side North,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.01,1.24,0.0
6157,2019-03-31 00:28:20,2019-03-31 00:39:04,1,2.26,10.0,2.0,0.0,13.3,green,Elmhurst,Middle Village,Queens,Queens,0,0.42,1.28,0.0
4164,2019-03-20 09:11:06,2019-03-20 09:21:44,2,0.83,8.0,0.0,0.0,11.3,yellow,Midtown South,Midtown East,Manhattan,Manhattan,1,93.62,94.43,96.77
3157,2019-03-09 16:19:02,2019-03-09 16:30:39,2,1.8,9.5,2.55,0.0,15.35,yellow,Lincoln Square East,Upper West Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
553,2019-03-01 17:20:40,2019-03-01 17:24:49,1,0.83,5.0,1.86,0.0,11.16,yellow,Upper East Side North,Upper East Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
4974,2019-03-02 09:45:41,2019-03-02 09:56:49,1,2.5,10.0,0.0,0.0,13.3,yellow,Central Harlem North,Upper East Side North,Manhattan,Manhattan,1,87.24,91.21,93.78
5983,2019-03-06 09:18:34,2019-03-06 09:24:37,1,1.02,6.0,0.0,0.0,6.8,green,Astoria,Astoria,Queens,Queens,1,93.77,94.49,96.77
3251,2019-03-16 00:46:52,2019-03-16 01:04:11,1,3.07,13.5,3.46,0.0,20.76,yellow,Lower East Side,Midtown South,Manhattan,Manhattan,0,0.02,1.24,0.0
4100,2019-03-29 09:17:03,2019-03-29 09:29:57,1,1.9,10.0,2.65,0.0,15.95,yellow,TriBeCa/Civic Center,Flatiron,Manhattan,Manhattan,0,0.01,1.24,0.0
6197,2019-03-14 13:41:16,2019-03-14 13:47:38,1,0.87,6.0,0.0,0.0,6.8,green,Fort Greene,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,1,90.9,93.22,93.78
6292,2019-03-05 20:14:04,2019-03-05 21:25:59,1,22.81,70.0,0.0,5.76,77.06,green,Midwood,East Concourse/Concourse Village,Brooklyn,Bronx,0,2.19,1.46,0.0
6223,2019-03-13 09:07:45,2019-03-13 09:30:30,1,3.82,17.0,4.45,0.0,22.25,green,Brooklyn Heights,Park Slope,Brooklyn,Brooklyn,0,0.15,1.25,0.0
5331,2019-03-04 08:30:51,2019-03-04 08:40:54,1,1.0,8.0,2.25,0.0,13.55,yellow,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan,0,0.02,1.24,0.0
4277,2019-03-01 13:31:32,2019-03-01 13:54:02,2,8.0,25.0,0.0,5.76,34.06,yellow,LaGuardia Airport,Upper East Side North,Queens,Manhattan,1,86.48,90.73,93.78
4814,2019-03-05 01:00:08,2019-03-05 01:11:32,1,2.7,11.0,3.7,0.0,18.5,yellow,Times Sq/Theatre District,Yorkville East,Manhattan,Manhattan,0,0.02,1.24,0.0
2511,2019-03-14 12:57:54,2019-03-14 13:18:46,1,2.0,14.0,3.46,0.0,20.76,yellow,Lincoln Square East,Lenox Hill East,Manhattan,Manhattan,0,0.01,1.24,0.0
5366,2019-03-21 21:36:09,2019-03-21 21:45:14,1,1.24,7.5,0.0,0.0,11.3,yellow,Midtown Center,Murray Hill,Manhattan,Manhattan,1,94.97,94.95,100.0
1343,2019-03-12 14:39:12,2019-03-12 15:01:01,1,2.2,14.5,2.2,0.0,20.0,yellow,Lincoln Square East,Upper East Side North,Manhattan,Manhattan,0,0.02,1.24,0.0
2484,2019-03-01 22:38:46,2019-03-01 22:47:59,1,1.27,7.5,1.24,0.0,12.54,yellow,Times Sq/Theatre District,Upper East Side South,Manhattan,Manhattan,0,0.02,1.24,0.0
1492,2019-03-29 15:43:24,2019-03-29 16:00:23,1,2.27,12.0,2.3,0.0,17.6,yellow,Midtown Center,Upper East Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
92,2019-03-28 07:05:19,2019-03-28 07:41:14,0,10.6,33.5,0.0,5.76,40.06,yellow,East Tremont,Midtown East,Bronx,Manhattan,0,6.51,2.02,0.0
2581,2019-03-30 14:35:21,2019-03-30 14:45:33,1,1.6,8.5,2.35,0.0,14.15,yellow,Lincoln Square East,Midtown South,Manhattan,Manhattan,0,0.01,1.24,0.0
1501,2019-03-08 02:21:32,2019-03-08 02:24:58,1,3.1,1.0,0.0,0.0,1.3,yellow,Long Island City/Hunters Point,Long Island City/Hunters Point,Queens,Queens,1,94.36,94.72,96.77
3582,2019-03-27 10:00:53,2019-03-27 10:10:00,4,0.7,7.5,2.15,0.0,12.95,yellow,Clinton East,Clinton East,Manhattan,Manhattan,0,0.03,1.24,0.0
632,2019-03-02 20:23:12,2019-03-02 20:27:35,1,0.9,5.5,0.0,0.0,9.3,yellow,West Village,Penn Station/Madison Sq West,Manhattan,Manhattan,1,92.79,94.08,93.78
71,2019-03-13 07:34:09,2019-03-13 07:38:18,1,1.07,5.5,1.76,0.0,10.56,yellow,East Chelsea,Garment District,Manhattan,Manhattan,0,0.02,1.24,0.0
902,2019-03-30 17:59:42,2019-03-30 18:04:13,1,0.6,5.0,1.0,0.0,9.3,yellow,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan,0,0.01,1.24,0.0
4897,2019-03-21 18:45:13,2019-03-21 18:52:38,5,0.71,6.0,2.06,0.0,12.36,yellow,Greenwich Village North,East Village,Manhattan,Manhattan,0,0.03,1.24,0.0
4871,2019-03-20 19:57:49,2019-03-20 20:00:36,1,0.53,4.0,2.34,0.0,10.14,yellow,Lincoln Square East,Upper West Side South,Manhattan,Manhattan,0,0.01,1.24,0.0
4138,2019-03-03 20:30:23,2019-03-03 20:35:15,1,0.93,5.5,2.32,0.0,11.62,yellow,Upper West Side South,Upper West Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
4703,2019-03-29 15:37:17,2019-03-29 15:44:42,1,1.02,6.5,0.0,0.0,9.8,yellow,Upper East Side North,Lenox Hill West,Manhattan,Manhattan,1,94.4,94.74,96.77
4155,2019-03-22 14:31:28,2019-03-22 14:38:14,1,0.8,6.0,0.0,0.0,9.3,yellow,Union Sq,West Village,Manhattan,Manhattan,1,94.61,94.82,96.77
962,2019-03-24 16:03:55,2019-03-24 16:37:14,1,9.19,30.5,7.41,5.76,44.47,yellow,LaGuardia Airport,Upper West Side North,Queens,Manhattan,0,0.06,1.24,0.0
890,2019-03-09 16:32:40,2019-03-09 16:49:32,2,2.7,13.0,0.0,0.0,16.3,yellow,Midtown North,Kips Bay,Manhattan,Manhattan,1,92.93,94.15,93.78
1890,2019-03-06 21:25:41,2019-03-06 21:31:41,1,1.5,7.0,0.0,0.0,10.8,yellow,Clinton East,Upper West Side South,Manhattan,Manhattan,1,94.69,94.85,96.77
6005,2019-03-27 09:30:05,2019-03-27 09:35:50,1,1.21,6.5,0.0,0.0,7.3,green,Central Harlem,Morningside Heights,Manhattan,Manhattan,1,83.61,88.69,93.78
295,2019-03-04 15:55:01,2019-03-04 16:14:40,1,3.81,16.0,0.0,0.0,19.3,yellow,Battery Park City,Penn Station/Madison Sq West,Manhattan,Manhattan,1,85.33,89.95,93.78
4459,2019-03-30 07:35:42,2019-03-30 07:43:33,5,2.84,10.0,0.0,0.0,13.3,yellow,Manhattanville,Upper West Side South,Manhattan,Manhattan,1,89.82,92.67,93.78
448,2019-03-12 21:15:09,2019-03-12 21:31:47,2,2.1,12.0,3.15,0.0,18.95,yellow,TriBeCa/Civic Center,East Village,Manhattan,Manhattan,0,0.02,1.24,0.0
3896,2019-03-27 21:47:22,2019-03-27 22:05:08,1,2.96,12.5,3.26,0.0,19.56,yellow,Gramercy,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0,0.01,1.24,0.0
1241,2019-03-23 17:22:07,2019-03-23 17:33:03,1,1.17,8.5,0.0,0.0,11.8,yellow,East Chelsea,Garment District,Manhattan,Manhattan,1,93.3,94.3,96.77
5402,2019-03-04 18:25:18,2019-03-04 18:32:44,1,1.36,7.0,0.0,0.0,11.3,yellow,Central Park,Clinton West,Manhattan,Manhattan,1,89.82,92.67,93.78
5259,2019-03-26 23:09:33,2019-03-26 23:20:45,1,2.86,11.5,3.06,0.0,18.36,yellow,Clinton East,Upper East Side North,Manhattan,Manhattan,0,0.02,1.24,0.0
4056,2019-03-25 20:18:50,2019-03-25 20:28:27,2,2.6,10.0,0.0,0.0,13.8,yellow,Clinton East,Upper West Side North,Manhattan,Manhattan,1,94.4,94.74,96.77
4486,2019-03-04 08:40:26,2019-03-04 08:59:39,1,2.98,14.0,3.46,0.0,20.76,yellow,Upper East Side North,Midtown South,Manhattan,Manhattan,0,0.02,1.24,0.0
369,2019-03-04 21:46:08,2019-03-04 21:53:15,1,1.9,8.0,2.35,0.0,14.15,yellow,Sutton Place/Turtle Bay North,Yorkville East,Manhattan,Manhattan,0,0.01,1.24,0.0
2815,2019-03-12 06:55:08,2019-03-12 07:09:12,3,6.04,19.0,4.46,0.0,26.76,yellow,UN/Turtle Bay South,Battery Park City,Manhattan,Manhattan,0,0.03,1.24,0.0
3356,2019-03-18 19:12:40,2019-03-18 19:29:59,1,1.5,11.5,3.95,0.0,19.75,yellow,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan,0,0.02,1.24,0.0
1440,2019-03-04 20:06:05,2019-03-04 20:15:24,1,1.0,7.5,0.0,0.0,11.3,yellow,Clinton East,Midtown Center,Manhattan,Manhattan,1,95.58,95.17,100.0
4008,2019-03-29 12:18:00,2019-03-29 12:34:59,1,2.28,12.0,3.06,0.0,18.36,yellow,Upper West Side South,Garment District,Manhattan,Manhattan,0,0.02,1.24,0.0
5899,2019-03-12 06:58:47,2019-03-12 07:16:59,1,3.2,15.0,0.0,0.0,15.8,green,Downtown Brooklyn/MetroTech,Flatbush/Ditmas Park,Brooklyn,Brooklyn,1,75.97,81.32,83.33
5657,2019-03-02 00:37:25,2019-03-02 00:43:02,1,1.1,5.5,1.7,0.0,8.5,green,Williamsburg (North Side),Greenpoint,Brooklyn,Brooklyn,0,0.53,1.29,0.0
1768,2019-03-18 11:22:40,2019-03-18 11:34:00,1,1.46,9.0,2.0,0.0,14.3,yellow,Midtown Center,Garment District,Manhattan,Manhattan,0,0.02,1.24,0.0
2703,2019-03-09 01:20:58,2019-03-09 01:38:34,1,6.36,20.0,4.76,0.0,28.56,yellow,Gramercy,Carroll Gardens,Manhattan,Brooklyn,0,0.09,1.24,0.0
2477,2019-03-26 09:49:38,2019-03-26 10:15:35,4,4.19,18.5,0.0,0.0,21.8,yellow,Penn Station/Madison Sq West,TriBeCa/Civic Center,Manhattan,Manhattan,1,87.69,91.48,93.78
1330,2019-03-28 18:38:08,2019-03-28 18:45:28,5,0.81,6.5,2.7,0.0,13.5,yellow,Two Bridges/Seward Park,Little Italy/NoLiTa,Manhattan,Manhattan,0,0.47,1.28,0.0
1204,2019-03-05 13:30:27,2019-03-05 13:47:44,5,2.51,13.0,0.0,0.0,16.3,yellow,Lenox Hill East,Upper West Side South,Manhattan,Manhattan,1,94.76,94.88,96.77
2441,2019-03-13 21:38:35,2019-03-13 21:46:34,1,2.2,8.5,2.9,0.0,12.7,yellow,East Harlem North,Upper West Side North,Manhattan,Manhattan,0,0.02,1.24,0.0
3810,2019-03-17 09:22:20,2019-03-17 09:41:08,1,3.29,15.0,2.2,0.0,18.0,yellow,Washington Heights South,East Harlem North,Manhattan,Manhattan,0,0.05,1.24,0.0
2310,2019-03-16 01:51:02,2019-03-16 01:57:44,2,0.8,6.0,1.95,0.0,11.75,yellow,Greenwich Village South,East Village,Manhattan,Manhattan,0,0.02,1.24,0.0
5642,2019-03-03 19:29:06,2019-03-03 19:50:51,1,3.3,16.0,0.0,0.0,16.8,green,Fort Greene,Crown Heights North,Brooklyn,Brooklyn,1,70.6,74.21,75.0
6293,2019-03-27 15:26:48,2019-03-27 15:31:54,1,0.89,5.5,1.26,0.0,7.56,green,Downtown Brooklyn/MetroTech,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,0,0.15,1.25,0.0
153,2019-03-13 18:32:01,2019-03-13 18:45:07,1,2.0,10.0,0.0,0.0,14.3,yellow,Clinton East,Gramercy,Manhattan,Manhattan,1,94.73,94.86,96.77
1049,2019-03-08 20:08:54,2019-03-08 20:21:56,1,2.2,11.0,0.0,0.0,14.8,yellow,Upper East Side South,Upper West Side North,Manhattan,Manhattan,1,94.5,94.78,96.77
929,2019-03-08 00:55:20,2019-03-08 01:49:38,2,6.47,35.5,6.0,0.0,45.3,yellow,Midtown North,Elmhurst/Maspeth,Manhattan,Queens,0,0.18,1.25,0.0
1665,2019-03-11 17:37:31,2019-03-11 17:51:42,1,2.83,12.0,0.0,0.0,16.3,yellow,Times Sq/Theatre District,Upper East Side North,Manhattan,Manhattan,1,92.48,93.95,93.78
4132,2019-03-21 16:44:04,2019-03-21 16:47:33,4,0.56,4.5,0.0,0.0,6.3,yellow,East Harlem North,East Harlem South,Manhattan,Manhattan,1,91.5,93.51,93.78
1976,2019-03-02 14:55:32,2019-03-02 15:10:48,1,1.66,11.0,2.86,0.0,17.16,yellow,Midtown North,Penn Station/Madison Sq West,Manhattan,Manhattan,0,0.01,1.24,0.0
513,2019-03-19 15:20:37,2019-03-19 15:35:12,1,2.0,11.5,1.48,0.0,16.28,yellow,Lenox Hill West,Upper West Side North,Manhattan,Manhattan,0,0.01,1.24,0.0
2843,2019-03-15 04:42:27,2019-03-15 04:54:00,1,4.1,14.0,4.45,0.0,22.25,yellow,Clinton East,TriBeCa/Civic Center,Manhattan,Manhattan,0,0.02,1.24,0.0
2662,2019-03-13 23:20:04,2019-03-13 23:30:36,1,2.38,10.0,0.0,0.0,13.8,yellow,Midtown East,East Chelsea,Manhattan,Manhattan,1,94.29,94.7,96.77
3331,2019-03-01 16:41:08,2019-03-01 16:56:00,6,0.88,10.0,2.86,0.0,17.16,yellow,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan,0,0.03,1.24,0.0
760,2019-03-26 19:40:05,2019-03-26 20:11:32,1,11.49,35.5,11.39,5.76,56.95,yellow,LaGuardia Airport,Midtown North,Queens,Manhattan,0,0.09,1.24,0.0
1638,2019-03-13 19:47:39,2019-03-13 20:06:52,2,3.9,16.5,4.16,0.0,24.96,yellow,Morningside Heights,Midtown Center,Manhattan,Manhattan,0,0.02,1.24,0.0
1273,2019-03-13 18:30:02,2019-03-13 18:34:40,1,0.8,5.0,0.0,0.0,9.3,yellow,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Manhattan,Manhattan,1,92.54,93.98,93.78
3576,2019-03-31 14:20:39,2019-03-31 14:27:25,2,1.1,7.0,1.0,0.0,11.3,yellow,Manhattan Valley,Upper West Side South,Manhattan,Manhattan,0,0.02,1.24,0.0
2403,2019-03-25 10:09:54,2019-03-25 10:38:10,1,5.22,22.0,5.06,0.0,30.36,yellow,Financial District North,Clinton East,Manhattan,Manhattan,0,0.04,1.24,0.0
